GameID,AppID,Name,Playtime (Hours),Release Date,Short Description,Genres,Price (USD),Cover Image Path,Ranking,Cover Path,Release Year,Enjoyment Score,Gameplay Score,Music Score,Narrative Score,MetaCritic Score,Rating Deviation,Enjoyment Order,Gameplay Order,Music Order,Narrative Order,MetaCritic Order
240,34330,Total War: SHOGUN 2,0,15-Mar-11,Total War: SHOGUN 2 is the perfect mix of real-time and turn-based strategy gaming for newcomers and veterans alike.,Strategy,5.99 USD,C:/Users/jakob/Downloads/SteamData\Total War SHOGUN 2.png,,,,,,,,,,,,,,
241,508440,Totally Accurate Battle Simulator,5.02,1-Apr-21,"Be the leader of wobblers from ancient lands, spooky places, and fantasy worlds. Watch them fight in simulations made with the wobbliest physics system ever created, make your own wobblers in the unit creator and send your army off to fight your friends in multiplayer.","Indie, Simulation, Strategy",19.99 USD,C:/Users/jakob/Downloads/SteamData\Totally Accurate Battle Simulator.png,120,,2019,7.5,,,,7.7,-0.2,119,119,119,119,119
242,823130,Totally Accurate Battlegrounds,18.1,5-Jun-18,"Grab your balloon crossbow and trusty inflatable hammer, because things are about to get wobbly! Be the last weirdo standing in the world-leading physics-based Battle Royale game.","Action, Indie, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Totally Accurate Battlegrounds.png,121,,2018,7.5,,,,6.1,1.4,120,120,120,120,120
243,512220,Trickster VR,0.98,15-Jan-19,"A procedurally generated fantasy adventure, starring floating islands, epic loot and a horde of orcs! Try your skills against orcish combat expertise, ancient magic and ragtag airships!","Action, Adventure, Indie",12.99 USD,C:/Users/jakob/Downloads/SteamData\Trickster VR.png,,,,,,,,,,,,,,
244,245620,Tropico 5,21.9,23-May-14,"Return to the remote island nation of Tropico and expand your Dynasty’s reign from the early colonial period to beyond the 21st Century, facing new challenges including advanced trading mechanics, technology and scientific research, as well as cooperative and competitive MULTIPLAYER.","RPG, Simulation, Strategy",19.99 USD,C:/Users/jakob/Downloads/SteamData\Tropico 5.png,141,,2014,7,,,,,,140,140,140,140,140
245,361280,Turmoil,1.88,2-Jun-16,"Drill for oil like it's 1899! Turmoil offers players a visually charming, tongue-in-cheek take on the simulation genre inspired by the 19th century oil rush in North America.","Indie, Simulation, Strategy",3.89 USD,C:/Users/jakob/Downloads/SteamData\Turmoil.png,,,,,,,,,,,,,,
246,304930,Unturned,0.4,7-Jul-17,"You're a survivor in the zombie infested ruins of society, and must work with your friends and forge alliances to remain among the living.","Action, Adventure, Casual, Indie, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Unturned.png,,,,,,,,,,,,,,
247,323220,Vagante,19.07,21-Feb-18,"Vagante is an action-packed platformer that features permanent death and procedurally generated levels. Play cooperatively with friends both locally and online, or adventure solo in this challenging roguelike-inspired game.","Action, Adventure, Indie, RPG",14.99 USD,C:/Users/jakob/Downloads/SteamData\Vagante.png,,,,,,,,,,,,,,
248,892970,Valheim,109.12,2-Feb-21,"A brutal exploration and survival game for 1-10 players, set in a procedurally-generated purgatory inspired by viking culture. Battle, build, and conquer your way to a saga worthy of Odin’s patronage!","Action, Adventure, Indie, RPG, Early Access",19.99 USD,C:/Users/jakob/Downloads/SteamData\Valheim.png,85,,2021,8,,,,-,,84,84,84,84,84
249,1794680,Vampire Survivors,37.97,20-Oct-22,"Mow down thousands of night creatures and survive until dawn! Vampire Survivors is a gothic horror casual game with rogue-lite elements, where your choices can allow you to quickly snowball against the hundreds of monsters that get thrown at you. Be the bullet hell!","Action, Casual, Indie, RPG",4.99 USD,C:/Users/jakob/Downloads/SteamData\Vampire Survivors.png,86,,2022,8,,,,8.6,-0.6,85,85,85,85,85
250,307290,Velvet Sundown,0.47,22-Jul-14,"Velvet Sundown is a social multiplayer role-playing game, taking place on a luxury yacht cruising the waters of a fictitious Caribbean state of Balbonia. Embark on a journey full of conspiracies, trickery and secrets where you can never tell a friend from foe.","Adventure, Casual, Indie, RPG, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\Velvet Sundown.png,,,,,,,,,,,,,,
251,1408230,Walkabout Mini Golf,7.5,15-Jul-21,"Escape into a fun and beautiful world filled with the best mini golf courses you’ve ever seen! Play by yourself, meet someone new, or challenge your friends in a private game with up to 8 people. Extremely realistic physics create the perfect experience for hardcore golfers and casual players alike.","Casual, Indie, Sports",24.99 USD,C:/Users/jakob/Downloads/SteamData\Walkabout Mini Golf.png,,,,,,,,,,,,,,
252,1022450,War Selection,1.4,8-Oct-19,"War Selection is a compelling RTS game featuring base building, resource extraction and warfare. Evolve from a stone age tribe to a distinct industrial nation with unique game mechanics and battle for supremacy with dozens of players on a unique procedurally generated map.","Indie, Massively Multiplayer, Strategy, Free To Play, Early Access",Free or Unknown,C:/Users/jakob/Downloads/SteamData\War Selection.png,,,,,,,,,,,,,,
253,236390,War Thunder,10.62,15-Aug-13,"War Thunder is the most comprehensive free-to-play, cross-platform, MMO military game dedicated to aviation, armoured vehicles, and naval craft, from the early 20th century to the most advanced modern combat units. Join now and take part in major battles on land, in the air, and at sea.","Action, Massively Multiplayer, Simulation, Free To Play",Free or Unknown,C:/Users/jakob/Downloads/SteamData\War Thunder.png,,,,,,,,,,,,,,
254,552500,Warhammer: Vermintide 2,1.23,8-Mar-18,The critically acclaimed Vermintide 2 is a visually stunning and groundbreaking melee action game pushing the boundaries of the first person co-op genre. Join the fight now!,"Action, Indie, RPG",1.49 USD,C:/Users/jakob/Downloads/SteamData\Warhammer Vermintide 2.png,,,,,,,,,,,,,,
255,719040,Wasteland 3,29.67,27-Aug-20,"Following the critically acclaimed 2014 Game of the Year winner Wasteland 2, the RPG series that pioneered the post-apocalyptic genre in video games returns with Wasteland 3.","RPG, Strategy",39.99 USD,C:/Users/jakob/Downloads/SteamData\Wasteland 3.png,87,,2020,8,,,,8.5,-0.5,86,86,86,86,86
256,447040,Watch_Dogs 2,29.53,28-Nov-16,"Welcome to San Francisco. Play as Marcus, a brilliant young hacker, and join the most notorious hacker group, DedSec. Your objective: execute the biggest hack of history.","Action, Adventure",4.99 USD,C:/Users/jakob/Downloads/SteamData\Watch_Dogs 2.png,122,,2016,7.5,,,,,,121,121,121,121,121
257,865360,We Were Here Together,0,10-Oct-19,"As we explore these frozen wastes, misfortune strikes once again. Through the fierce blizzard, a flare lights the sky, followed by a cry for help over the radio - broken, dying... No one else can come to their rescue. Can we make it back - together?","Adventure, Casual, Indie",4.93 USD,C:/Users/jakob/Downloads/SteamData\We Were Here Together.png,,,,,,,,,,,,,,
258,1911610,Windblown,24.6,24-Oct-24,"Dash, dive and defy the Vortex. A lightning-fast, 1-3 player co-op roguelite from the crafters of Dead Cells, where every run is a leap into chaos. Absorb the powers of fallen warriors, rebuild their weapons, and WIPE THE FLOOR with anything that gets in the way of a perfect run. ","Action, Indie, Early Access",24.99 USD,C:/Users/jakob/Downloads/SteamData\Windblown.png,123,,2024,7.5,,,,,,122,122,122,122,122
259,458580,Windlands 2,5.4,15-Nov-18,"Windlands 2 is a built-for-VR fantasy action adventure game, use grappling hooks and a bow to explore the vast mysterious world to take down gigantic titans alone or with friends.","Action, Adventure, Indie",29.99 USD,C:/Users/jakob/Downloads/SteamData\Windlands 2.png,,,,,,,,,,,,,,
260,1211020,Wobbly Life,11.6,18-Sep-25,"Wobbly Life is a vibrant open-world physics sandbox. Play with your friends online or in local co-op, with exciting jobs, mini games and wacky story missions. Earn cash to spend in the world on clothes, vehicles and houses. There is a whole Wobbly World out there to explore!","Action, Adventure, Casual, Indie, Simulation",24.99 USD,C:/Users/jakob/Downloads/SteamData\Wobbly Life.png,142,,2020,7,,,,,,141,141,141,141,141
261,3586660,Word Play,3.25,14-Jul-25,"Spell words, pick perks, score points, and survive until the end. Every round is different. How far can you make it?",Casual,7.99 USD,C:/Users/jakob/Downloads/SteamData\Word Play.png,143,,2023,7,,,,,,142,142,142,142,142
262,877200,Zero Caliber VR,0,31-Jul-23,"Zero Caliber is the ultimate VR FPS: single player/Co-op campaign, PvP and mod support with 40+ realistic firearms & melee weapons, 100+ unlockable skins, 50+ attachments, realistic physics, progression & more! Immerse yourself in the action, customize your gear and unleash your inner hero!","Action, Casual, Indie, Simulation",24.99 USD,C:/Users/jakob/Downloads/SteamData\Zero Caliber VR.png,,,,,,,,,,,,,,
263,,Legend of Zelda: Tears of the Kingdom,,,,,,,12,,2023,9,,,,9.7,-0.7,11,11,11,11,11
264,,Super Mario Sunshine,,,,,,,20,,2002,9,,,,9.2,-0.2,19,19,19,19,19
265,,Super Mario Galaxy,,,,,,,21,,2007,9,,,,9.7,-0.7,20,20,20,20,20
266,,Harvest Moon: Friends of Mineral Town,,,,,,,23,,2003,9,,,,8.2,0.8,22,22,22,22,22
267,,GTA V,,,,,,,24,,2013,9,,,,9.7,-0.7,23,23,23,23,23
268,,Pokemon Emerald,,,,,,,25,,2004,9,,,,7.6,1.4,24,24,24,24,24
269,,Paper Mario: The Thousand Year Door,,,,,,,26,,2004,9,,,,8.8,0.2,25,25,25,25,25
270,,Command and Conquer: Generals,,,,,,,46,,2003,8.5,,,,8.4,0.1,45,45,45,45,45
271,,Satisfactory,,,,,,,47,,2020,8.5,,,,9.1,-0.6,46,46,46,46,46
272,,Death Stranding 2,,,,,,,49,,2025,8.5,,,,8.9,-0.4,48,48,48,48,48
273,,Kirby Air Ride,,,,,,,52,,2003,8.5,,,,6.1,2.4,51,51,51,51,51
274,,Pokemon Diamond,,,,,,,53,,2006,8.5,,,,8.5,0,52,52,52,52,52
275,,Mario Kart: Double Dash,,,,,,,54,,2003,8.5,,,,8.7,-0.2,53,53,53,53,53
276,,Mario Party 5,,,,,,,55,,2003,8.5,,,,7,1.5,54,54,54,54,54
277,,Little Nightmares,,,,,,,72,,2017,8,,,,8,0,71,71,71,71,71
278,,Celeste,,,,,,,88,,2018,8,,,,9.2,-1.2,87,87,87,87,87
279,,Death Stranding,,,,,,,89,,2019,8,,,,8.2,-0.2,88,88,88,88,88
280,,Far Cry 6,,,,,,,153,,2021,6,,,,,,152,152,152,152,152
281,,Balatro,,,,,,,30,,2024,9,,,,9,0,29,29,29,29,29
282,,Legend of Zelda: Breath of the Wild,,,,,,,13,,2017,9,,,,9.7,-0.7,12,12,12,12,12
283,,Far Cry 4,,,,,,,50,,2014,8.5,,,,8.5,0,49,49,49,49,49
284,,Dredge,,,,,,,22,,2023,9,,,,8,1,21,21,21,21,21
285,,Barony,,,,,,,124,,2015,7.5,,,,,,123,123,123,123,123
286,,God of War,,,,,,,29,,2018,9,,,,9.4,-0.4,28,28,28,28,28
287,,RollerCoaster Tycoon 3,,,,,,,76,,2004,8,,,,8.1,-0.1,75,75,75,75,75
288,,Control,,,,,,,51,,2019,8.5,,,,8.5,0,50,50,50,50,50
